"user_id","screen_name","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x130370549","willjharrison","Dr Will Harrison","Brisbane, Queensland","ARC Early Career Research Fellow at the Queensland Brain Institute, Australia. In no particular order, I'm interested in vision, memory, and horror films.","https://t.co/GTMT7nJKWY",FALSE,882,597,11,5129,3749,2010-04-07 03:09:02,FALSE,"https://t.co/GTMT7nJKWY","http://willjharrison.com",,"https://pbs.twimg.com/profile_banners/130370549/1355116255","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375979257705287681/OA5P6Hvt_normal.jpg"
"x130370549","willjharrison","Dr Will Harrison","Brisbane, Queensland","ARC Early Career Research Fellow at the Queensland Brain Institute, Australia. In no particular order, I'm interested in vision, memory, and horror films.","https://t.co/GTMT7nJKWY",FALSE,882,597,11,5129,3749,2010-04-07 03:09:02,FALSE,"https://t.co/GTMT7nJKWY","http://willjharrison.com",,"https://pbs.twimg.com/profile_banners/130370549/1355116255","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375979257705287681/OA5P6Hvt_normal.jpg"
"x130370549","willjharrison","Dr Will Harrison","Brisbane, Queensland","ARC Early Career Research Fellow at the Queensland Brain Institute, Australia. In no particular order, I'm interested in vision, memory, and horror films.","https://t.co/GTMT7nJKWY",FALSE,882,597,11,5129,3749,2010-04-07 03:09:02,FALSE,"https://t.co/GTMT7nJKWY","http://willjharrison.com",,"https://pbs.twimg.com/profile_banners/130370549/1355116255","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1375979257705287681/OA5P6Hvt_normal.jpg"
"x14252929","Scriven","Scriven Syndicate","","",,FALSE,161,681,3,5333,6376,2008-03-29 19:49:44,FALSE,,,,"https://pbs.twimg.com/profile_banners/14252929/1587430152","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1399383146110586886/rl9OQmtf_normal.jpg"
"x794555945573556224","trent_wirth","Trent Wirth","Salem, MA","Vision scientist studying the visual control of locomotion. Post-Doc in the HuMoN Lab. I'm mostly here for D&D tweets. 

he/him",,FALSE,129,448,1,823,13270,2016-11-04 15:04:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/794555945573556224/1618263155",,"http://pbs.twimg.com/profile_images/1297515997461708801/CV0O3sGe_normal.jpg"
"x19511968","ToddTerrazas","Todd Terrazas","Los Angeles","old soul, young <U+2764><U+FE0F> | ED @AILA_Community & @Data4Goodinc | Father to @LadyofDTLA | Nerd Herder | @beondeck ODP1 Fellow | @BobbleSportsTV","https://t.co/TC3xI60KpC",FALSE,1097,2165,199,7424,7056,2009-01-26 00:04:40,FALSE,"https://t.co/TC3xI60KpC","http://www.joinai.la",,"https://pbs.twimg.com/profile_banners/19511968/1390161794","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/73160444/TIGER_SHARK_301__normal.jpg"
"x8099262","ComputerWeekly","ComputerWeekly","London","Talk to the team and see the latest news from the UK's leading IT publication at https://t.co/rEfRkBaAIe","http://t.co/QdnG7l8qM1",FALSE,52408,807,1851,55294,15913,2007-08-10 08:25:15,TRUE,"http://t.co/QdnG7l8qM1","http://www.computerweekly.com/",,"https://pbs.twimg.com/profile_banners/8099262/1615998551","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/1281219842939465732/ZIbdbtD4_normal.png"
"x293695988","claudinepier","pierron","Paris","#i4emploiR #Carriere #RH #Recrutement #Apprentissage #FranceApprenante #Digital #Réseauxsociaux #Lifelonglearning #Employabilité",,FALSE,1124,952,304,15721,1764,2011-05-05 20:17:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/293695988/1500499356","http://abs.twimg.com/images/themes/theme12/bg.gif","http://pbs.twimg.com/profile_images/887783536526336000/FJJff7gX_normal.jpg"
"x1185531782952816640","The12fthOfNever","RiverRising","","<U+0001F1E8><U+0001F1E6> Liberal | Author   
* 'Life can only be understood backwards but it must be lived forward.'  Søren Kierkegaard",,FALSE,2575,796,0,46947,43496,2019-10-19 12:24:33,FALSE,,,,"https://pbs.twimg.com/profile_banners/1185531782952816640/1622338235","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1185770105373900800/RCGMyjoE_normal.png"
"x1133052978611576834","CiraniSystems","Sovereign Cirani Systems","","Primarch Ludremex Speaking. Fanatic Authoritarian/Materialist #Stellaris #RP Founder of CoGS.","https://t.co/N9maMFlr1a",FALSE,180,128,4,600,2538,2019-05-27 16:50:56,FALSE,"https://t.co/N9maMFlr1a","https://docs.google.com/document/d/1bu3PSdXahLSckkVWVe7u0JNLw8zVkiQFChi1RTBm5tw/edit",,"https://pbs.twimg.com/profile_banners/1133052978611576834/1603258533","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1179410461919531008/uB2uvKTm_normal.jpg"
"x17678029","dtshin","Dan Tshin","","@ArtTshin's husband, <U+0001F1E8><U+0001F1E6><U+0001F1E9><U+0001F1F0>Copenhagen-based ICT Specialist @UNDP <U+0001F1FA><U+0001F1F3>working on #SharePoint and cloud collaboration tools. Views are mine, RT <U+2260> endorsements.",,FALSE,147,198,7,476,468,2008-11-27 13:49:02,FALSE,,,,,"http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/968504236932849665/YjkgTCw7_normal.jpg"
"x3243551873","into_AI","Neurons.AI - The Global AI Ecosystem #intoAI #AI","talk@into.AI","https://t.co/VxQKHcMdUl - The #AI Knowledge and Global Community Platform. Helps you learn more about #AI #intoAI Also see @Awards_AI","https://t.co/VxQKHcMdUl",FALSE,18953,1702,3136,529525,820,2015-05-09 15:19:08,FALSE,"https://t.co/VxQKHcMdUl","http://Neurons.AI",,"https://pbs.twimg.com/profile_banners/3243551873/1589817115","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/967341160124608512/LM2Y5Q5m_normal.jpg"
"x728777230206308352","Data_ethics","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x728777230206308352","Data_ethics","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x728777230206308352","Data_ethics","Data Ethics LLC","Rochester, NY","Data Ethics assists with data analytic needs by focusing on four key points of excellence in the use of data: governance, analytics, privacy, and team.","https://t.co/wk1xDgSkRU",FALSE,28,63,0,681,6,2016-05-07 02:43:26,FALSE,"https://t.co/wk1xDgSkRU","http://www.dataethics.net",,"https://pbs.twimg.com/profile_banners/728777230206308352/1572374292","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1278717741998825472/PcZZcam5_normal.jpg"
"x771635568","LCailleteau","Laetitia Cailleteau","","#Womenwholead, #Innovation and #AI Passionate at @Accenture. Women mentor at Uprising and CBF. Wife and mum of 3! All views are my own",,FALSE,1222,1156,32,359,440,2012-08-21 14:44:51,FALSE,,,,"https://pbs.twimg.com/profile_banners/771635568/1455140963","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/583313787803054080/AytLUunE_normal.jpg"
"x3642248897","MotleySlate","<U+0001F17C><U+0001F17E><U+0001F183><U+0001F17B><U+0001F174><U+0001F188> <U+0001F182><U+0001F17B><U+0001F170><U+0001F183><U+0001F174>","3rd <U+0001F30E> from <U+2600><U+FE0F>","<U+0001D678><U+0001D697><U+0001D68D><U+0001D68E><U+0001D699><U+0001D68E><U+0001D697><U+0001D68D><U+0001D68E><U+0001D697><U+0001D69D> <U+0001D69D><U+0001D691><U+0001D692><U+0001D697><U+0001D694><U+0001D68E><U+0001D69B>",,FALSE,52,332,1,2283,2669,2015-09-13 12:55:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/3642248897/1442150690","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/643049240814485504/IVq2ZoUT_normal.png"
"x728615535777329152","paulwanggva","Paul Wang","","CEO co-founder @ZeNPulsar
Advisory Board Member @immuniweb @labsmacro @mtpelerin @ICON_ONG #blockchain #crypto #Cybersecurity #crisismanagement #investigation",,FALSE,318,278,3,667,682,2016-05-06 16:00:55,FALSE,,,,,,"http://pbs.twimg.com/profile_images/781260129861861376/3m4FUkWB_normal.jpg"
"x36738096","Fabiszak","Katie Fabiszak","Raleigh, NC","Principal Analyst, Portfolio Marketing @forrester Love all things marketing. Mom to teenage boys (nothing scares me!). Shopaholic. *Views are my own","https://t.co/F2ZAhwMEF9",FALSE,146,107,7,63,11,2009-04-30 18:45:27,FALSE,"https://t.co/F2ZAhwMEF9","https://www.linkedin.com/in/katie-fabiszak/",,"https://pbs.twimg.com/profile_banners/36738096/1606670743","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1333099835587764225/9tLq3-Fy_normal.jpg"
"x398661449","Zukka75","Bellotti Alessandro <U+0001F383> <U+0001F47B>","Italy","Mobile & Xamarin Developer @ https://t.co/rqsjDjAlPr #Helloween #PowerMetal #TDD #TeamBlackBerry #Xamarin #Kotlin #Swift Opinions are my own and not the views of my employer","https://t.co/4r8gYzburS",FALSE,808,300,74,20965,3671,2011-10-26 11:16:46,FALSE,"https://t.co/4r8gYzburS","http://ZukkaDev.net",,"https://pbs.twimg.com/profile_banners/398661449/1543268032","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/741538344404983808/bNEIhVoY_normal.jpg"
"x1355257214529892352","WajdiAlkayal","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
"x1355257214529892352","WajdiAlkayal","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
"x1355257214529892352","WajdiAlkayal","Wajdi Alkayal","Lebanon ","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security #hacking

<U+25B6><U+FE0F>
<U+264C>#company<U+25B6><U+FE0F> https://t.co/2ezhR2q4IU","https://t.co/NFDeAXTVi9",FALSE,2664,2590,5,10060,12042,2021-01-29 20:51:28,FALSE,"https://t.co/NFDeAXTVi9","https://wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1355257214529892352/1611954620",,"http://pbs.twimg.com/profile_images/1383681596260163584/uSAAqCq4_normal.jpg"
"x1364806129717563394","Wajdialkayal1","WajdiAlkayal","Lebanon","<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0623><U+06AA><U+062B><U+0631><U+0648><U+0627> <U+0627><U+0644><U+062F><U+0639><U+0627><U+0621> <U+0628><U+062A><U+0639><U+062C><U+064A><U+0644> <U+0627><U+0644><U+0641><U+0631><U+062C> <U+0641><U+0627><U+0646> <U+0630><U+0644><U+06AA>
<U+0641><U+0631><U+062C><U+0643><U+0645>
<U+25B6><U+FE0F>
https://t.co/aShgfY1XMm<U+200E><U+200E><U+200E><U+200E><U+200E>
<U+25B6><U+FE0F>
<U+200E><U+200E><U+200E><U+200E><U+0001F1F1><U+0001F1E7>
<U+25C0><U+FE0F>
https://t.co/ldfMjTjyzU<U+200E><U+200E><U+200E><U+200E>","https://t.co/jHFTEftRDV",FALSE,1380,1290,3,6787,8321,2021-02-25 05:15:21,FALSE,"https://t.co/jHFTEftRDV","https://wajdialkayal.github.io/site/",,"https://pbs.twimg.com/profile_banners/1364806129717563394/1614230358",,"http://pbs.twimg.com/profile_images/1383114358855757829/DnlR9xmB_normal.jpg"
"x1364806129717563394","Wajdialkayal1","WajdiAlkayal","Lebanon","<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0623><U+06AA><U+062B><U+0631><U+0648><U+0627> <U+0627><U+0644><U+062F><U+0639><U+0627><U+0621> <U+0628><U+062A><U+0639><U+062C><U+064A><U+0644> <U+0627><U+0644><U+0641><U+0631><U+062C> <U+0641><U+0627><U+0646> <U+0630><U+0644><U+06AA>
<U+0641><U+0631><U+062C><U+0643><U+0645>
<U+25B6><U+FE0F>
https://t.co/aShgfY1XMm<U+200E><U+200E><U+200E><U+200E><U+200E>
<U+25B6><U+FE0F>
<U+200E><U+200E><U+200E><U+200E><U+0001F1F1><U+0001F1E7>
<U+25C0><U+FE0F>
https://t.co/ldfMjTjyzU<U+200E><U+200E><U+200E><U+200E>","https://t.co/jHFTEftRDV",FALSE,1380,1290,3,6787,8321,2021-02-25 05:15:21,FALSE,"https://t.co/jHFTEftRDV","https://wajdialkayal.github.io/site/",,"https://pbs.twimg.com/profile_banners/1364806129717563394/1614230358",,"http://pbs.twimg.com/profile_images/1383114358855757829/DnlR9xmB_normal.jpg"
"x1364806129717563394","Wajdialkayal1","WajdiAlkayal","Lebanon","<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0623><U+06AA><U+062B><U+0631><U+0648><U+0627> <U+0627><U+0644><U+062F><U+0639><U+0627><U+0621> <U+0628><U+062A><U+0639><U+062C><U+064A><U+0644> <U+0627><U+0644><U+0641><U+0631><U+062C> <U+0641><U+0627><U+0646> <U+0630><U+0644><U+06AA>
<U+0641><U+0631><U+062C><U+0643><U+0645>
<U+25B6><U+FE0F>
https://t.co/aShgfY1XMm<U+200E><U+200E><U+200E><U+200E><U+200E>
<U+25B6><U+FE0F>
<U+200E><U+200E><U+200E><U+200E><U+0001F1F1><U+0001F1E7>
<U+25C0><U+FE0F>
https://t.co/ldfMjTjyzU<U+200E><U+200E><U+200E><U+200E>","https://t.co/jHFTEftRDV",FALSE,1380,1290,3,6787,8321,2021-02-25 05:15:21,FALSE,"https://t.co/jHFTEftRDV","https://wajdialkayal.github.io/site/",,"https://pbs.twimg.com/profile_banners/1364806129717563394/1614230358",,"http://pbs.twimg.com/profile_images/1383114358855757829/DnlR9xmB_normal.jpg"
"x1365033981696237571","AlkayalWajdi","Wajdi Alkayal","","<U+200F><U+200F><U+200F><U+0648><U+0623><U+0639><U+062F><U+0648> <U+0644><U+0647><U+0645> <U+0645><U+0627> <U+0627><U+0633><U+062A><U+0637><U+0639><U+062A><U+0645> <U+0645><U+0646> <U+0642><U+0648><U+0647>
<U+0001F19A><U+264C><U+25B6><U+FE0F>
custom software development company
<U+0001F4BB>
https://t.co/xgDah8q6wx<U+200E><U+200E><U+200E>
<U+264C><U+25B6><U+FE0F><U+0001F447>

https://t.co/6NGzP7vXQM<U+200E><U+200E><U+200E>","https://t.co/pCRgB86iF6",FALSE,1899,1901,5,7617,10126,2021-02-25 20:20:47,FALSE,"https://t.co/pCRgB86iF6","https://www.wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1365033981696237571/1614284998",,"http://pbs.twimg.com/profile_images/1369737093690359813/p-D7hM_o_normal.jpg"
"x1365033981696237571","AlkayalWajdi","Wajdi Alkayal","","<U+200F><U+200F><U+200F><U+0648><U+0623><U+0639><U+062F><U+0648> <U+0644><U+0647><U+0645> <U+0645><U+0627> <U+0627><U+0633><U+062A><U+0637><U+0639><U+062A><U+0645> <U+0645><U+0646> <U+0642><U+0648><U+0647>
<U+0001F19A><U+264C><U+25B6><U+FE0F>
custom software development company
<U+0001F4BB>
https://t.co/xgDah8q6wx<U+200E><U+200E><U+200E>
<U+264C><U+25B6><U+FE0F><U+0001F447>

https://t.co/6NGzP7vXQM<U+200E><U+200E><U+200E>","https://t.co/pCRgB86iF6",FALSE,1899,1901,5,7617,10126,2021-02-25 20:20:47,FALSE,"https://t.co/pCRgB86iF6","https://www.wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1365033981696237571/1614284998",,"http://pbs.twimg.com/profile_images/1369737093690359813/p-D7hM_o_normal.jpg"
"x1365033981696237571","AlkayalWajdi","Wajdi Alkayal","","<U+200F><U+200F><U+200F><U+0648><U+0623><U+0639><U+062F><U+0648> <U+0644><U+0647><U+0645> <U+0645><U+0627> <U+0627><U+0633><U+062A><U+0637><U+0639><U+062A><U+0645> <U+0645><U+0646> <U+0642><U+0648><U+0647>
<U+0001F19A><U+264C><U+25B6><U+FE0F>
custom software development company
<U+0001F4BB>
https://t.co/xgDah8q6wx<U+200E><U+200E><U+200E>
<U+264C><U+25B6><U+FE0F><U+0001F447>

https://t.co/6NGzP7vXQM<U+200E><U+200E><U+200E>","https://t.co/pCRgB86iF6",FALSE,1899,1901,5,7617,10126,2021-02-25 20:20:47,FALSE,"https://t.co/pCRgB86iF6","https://www.wmk-it.net/",,"https://pbs.twimg.com/profile_banners/1365033981696237571/1614284998",,"http://pbs.twimg.com/profile_images/1369737093690359813/p-D7hM_o_normal.jpg"
"x1348941567336263681","BlueForceLearn1","BlueForce Learning","Bethesda, Maryland","Do you want to: Prevent crime? Close cases? Boost your career? Then learn how to fight crime with data. Come take part in our innovative learning solutions.","https://t.co/UeSzb4cUJe",FALSE,105,1136,0,119,142,2021-01-12 10:36:06,FALSE,"https://t.co/UeSzb4cUJe","http://www.blueforcelearning.com",,"https://pbs.twimg.com/profile_banners/1348941567336263681/1610469560",,"http://pbs.twimg.com/profile_images/1361384399464517644/RQL4CTv5_normal.jpg"
"x1368227387985526787","wmktech","WMK Tech","","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security 

https://t.co/18VpDgVzpg","https://t.co/UQS71VAvVH",FALSE,953,941,2,3660,11390,2021-03-06 15:50:11,FALSE,"https://t.co/UQS71VAvVH","https://wmk-tech.net",,"https://pbs.twimg.com/profile_banners/1368227387985526787/1615046558",,"http://pbs.twimg.com/profile_images/1368229202001006600/hhDA3eks_normal.png"
"x1368227387985526787","wmktech","WMK Tech","","we provide #custom #software #development and #IT outsourcing #services across multiple #technologies
#security 

https://t.co/18VpDgVzpg","https://t.co/UQS71VAvVH",FALSE,953,941,2,3660,11390,2021-03-06 15:50:11,FALSE,"https://t.co/UQS71VAvVH","https://wmk-tech.net",,"https://pbs.twimg.com/profile_banners/1368227387985526787/1615046558",,"http://pbs.twimg.com/profile_images/1368229202001006600/hhDA3eks_normal.png"
"x1365037396807602177","alkayal_wajdi","Wajdi Alkayal","","<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0642><U+064E><U+0627><U+062A><U+0650><U+0644><U+064F><U+0648><U+0647><U+064F><U+0645><U+0652> <U+064A><U+064F><U+0639><U+064E><U+0630><U+0651><U+0650><U+0628><U+0652><U+0647><U+064F><U+0645><U+064F> <U+0627><U+0644><U+0644><U+0651><U+064E><U+0647><U+064F> <U+0628><U+0650><U+0623><U+064E><U+064A><U+0652><U+062F><U+0650><U+064A><U+0643><U+064F><U+0645><U+0652> <U+0648><U+064E><U+064A><U+064F><U+062E><U+0652><U+0632><U+0650><U+0647><U+0650><U+0645><U+0652> <U+0648><U+064E><U+064A><U+064E><U+0646><U+0635><U+064F><U+0631><U+0652><U+0643><U+064F><U+0645>
job for everyone<U+25B6><U+FE0F>https://t.co/IeFm6BScCj
company:https://t.co/R8zUGDkZXS<U+200E>",,FALSE,1935,1813,5,7467,8545,2021-02-25 20:34:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/1365037396807602177/1616429821",,"http://pbs.twimg.com/profile_images/1369736497918795787/E4XFtp9U_normal.jpg"
"x1365037396807602177","alkayal_wajdi","Wajdi Alkayal","","<U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+200F><U+0642><U+064E><U+0627><U+062A><U+0650><U+0644><U+064F><U+0648><U+0647><U+064F><U+0645><U+0652> <U+064A><U+064F><U+0639><U+064E><U+0630><U+0651><U+0650><U+0628><U+0652><U+0647><U+064F><U+0645><U+064F> <U+0627><U+0644><U+0644><U+0651><U+064E><U+0647><U+064F> <U+0628><U+0650><U+0623><U+064E><U+064A><U+0652><U+062F><U+0650><U+064A><U+0643><U+064F><U+0645><U+0652> <U+0648><U+064E><U+064A><U+064F><U+062E><U+0652><U+0632><U+0650><U+0647><U+0650><U+0645><U+0652> <U+0648><U+064E><U+064A><U+064E><U+0646><U+0635><U+064F><U+0631><U+0652><U+0643><U+064F><U+0645>
job for everyone<U+25B6><U+FE0F>https://t.co/IeFm6BScCj
company:https://t.co/R8zUGDkZXS<U+200E>",,FALSE,1935,1813,5,7467,8545,2021-02-25 20:34:21,FALSE,,,,"https://pbs.twimg.com/profile_banners/1365037396807602177/1616429821",,"http://pbs.twimg.com/profile_images/1369736497918795787/E4XFtp9U_normal.jpg"
"x4047861143","Hybrid_Circle","HYBRID CIRCLE","London, UK","A Leading IT Infrastructure, Cloud & Consultancy Resourcing Partner in the UK. Technology Experts delivering #ITRecruitment #Azure #AWS – Tel: 0333 666 666 0","https://t.co/E6kiGRnKYP",FALSE,572,2209,69,14835,446,2015-10-26 18:10:18,FALSE,"https://t.co/E6kiGRnKYP","http://www.hybridcircle.co.uk",,"https://pbs.twimg.com/profile_banners/4047861143/1450376923","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/677554516275916800/AxD9ZVSH_normal.jpg"
"x1416391302","online_HBS","Harvard Business School Online","","Wherever you are in your career, Harvard Business School Online offers a unique and highly engaging way to learn vital #business concepts.","https://t.co/8sTIOushOY",FALSE,23953,665,416,10551,4981,2013-05-09 20:37:30,FALSE,"https://t.co/8sTIOushOY","http://online.hbs.edu",,"https://pbs.twimg.com/profile_banners/1416391302/1546904187","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1082420575417585665/FNJQsCX1_normal.jpg"
"x834766240732180480","Aico_Limited","Aico","Oswestry, Shropshire","Market leader in Fire & Carbon Monoxide protection, recently acquiring HomeLINK for a synergistic approach to IoT. #AlarmsSaveLives","https://t.co/Kx9J42KSy4",FALSE,2527,1401,13,2805,0,2017-02-23 14:05:55,FALSE,"https://t.co/Kx9J42KSy4","http://www.aico.co.uk",,"https://pbs.twimg.com/profile_banners/834766240732180480/1612359047","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1402539627333009408/Y3ZvmQM8_normal.jpg"
"x167908095","elenischool","Helen Sikavitsa","Thessaloniki, Greece","Resources for #language teaching by a #teacher of English living/working in Greece, dancer at heart, art & book lover, keen on photography & traveling as well.","http://t.co/DaTZxjsa32",FALSE,2303,2417,279,30342,5894,2010-07-17 21:18:24,FALSE,"http://t.co/DaTZxjsa32","http://www.linkedin.com/in/helensikavitsa",,"https://pbs.twimg.com/profile_banners/167908095/1543575352","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/647093972876156928/XGvdv7T7_normal.jpg"
"x1268932705162530816","mediaethicsbot","SocialMediaResearchEthicsBot","","A bot made for #NEHNetResearch. Tweets serious/humorous/nonsense things about social media research ethics. My first bot by @drmadmaddox",,FALSE,11,0,0,2629,0,2020-06-05 15:48:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1268932705162530816/1591373085",,"http://pbs.twimg.com/profile_images/1268933153948864514/7Nmz9gmY_normal.jpg"
"x1268932705162530816","mediaethicsbot","SocialMediaResearchEthicsBot","","A bot made for #NEHNetResearch. Tweets serious/humorous/nonsense things about social media research ethics. My first bot by @drmadmaddox",,FALSE,11,0,0,2629,0,2020-06-05 15:48:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1268932705162530816/1591373085",,"http://pbs.twimg.com/profile_images/1268933153948864514/7Nmz9gmY_normal.jpg"
"x1268932705162530816","mediaethicsbot","SocialMediaResearchEthicsBot","","A bot made for #NEHNetResearch. Tweets serious/humorous/nonsense things about social media research ethics. My first bot by @drmadmaddox",,FALSE,11,0,0,2629,0,2020-06-05 15:48:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1268932705162530816/1591373085",,"http://pbs.twimg.com/profile_images/1268933153948864514/7Nmz9gmY_normal.jpg"
"x1268932705162530816","mediaethicsbot","SocialMediaResearchEthicsBot","","A bot made for #NEHNetResearch. Tweets serious/humorous/nonsense things about social media research ethics. My first bot by @drmadmaddox",,FALSE,11,0,0,2629,0,2020-06-05 15:48:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1268932705162530816/1591373085",,"http://pbs.twimg.com/profile_images/1268933153948864514/7Nmz9gmY_normal.jpg"
"x1268932705162530816","mediaethicsbot","SocialMediaResearchEthicsBot","","A bot made for #NEHNetResearch. Tweets serious/humorous/nonsense things about social media research ethics. My first bot by @drmadmaddox",,FALSE,11,0,0,2629,0,2020-06-05 15:48:34,FALSE,,,,"https://pbs.twimg.com/profile_banners/1268932705162530816/1591373085",,"http://pbs.twimg.com/profile_images/1268933153948864514/7Nmz9gmY_normal.jpg"
"x1257695117395341313","WritingReliable","RELIABLE ACADEMIC WRITING","United States","Pay us to write or do your #homework #assignment #Quiz #Exam #Research #Statistics #Accounting #Economic #Math #Chem #Dissertation #thesis #Essay plus more.",,FALSE,1078,1110,0,20022,11138,2020-05-05 15:34:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1257695117395341313/1588693847",,"http://pbs.twimg.com/profile_images/1257699268510564362/zRV824Nx_normal.jpg"
"x1257695117395341313","WritingReliable","RELIABLE ACADEMIC WRITING","United States","Pay us to write or do your #homework #assignment #Quiz #Exam #Research #Statistics #Accounting #Economic #Math #Chem #Dissertation #thesis #Essay plus more.",,FALSE,1078,1110,0,20022,11138,2020-05-05 15:34:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1257695117395341313/1588693847",,"http://pbs.twimg.com/profile_images/1257699268510564362/zRV824Nx_normal.jpg"
